RespondentNumber,Task,Concept,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Response
284,9,5,2,1,5,1,2,1,4,2,0
284,9,6,3,3,2,1,2,2,3,4,0
284,9,7,0,0,0,0,0,0,0,0,0
284,10,1,1,1,2,1,1,1,2,1,1
284,10,2,2,1,1,1,2,1,4,1,0
284,10,3,3,1,5,1,2,1,4,3,0
284,10,4,1,1,2,1,1,1,2,1,0
284,10,5,2,3,2,1,2,1,4,2,0
284,10,6,3,1,4,1,3,1,2,4,0
284,10,7,0,0,0,0,0,0,0,0,0
154,1,1,1,1,2,1,1,1,1,1,0
154,1,2,2,1,2,1,2,1,3,1,0
154,1,3,3,1,5,1,3,1,3,3,0
154,1,4,1,1,3,1,1,1,2,1,0
154,1,5,2,1,1,1,2,1,4,1,0
154,1,6,3,3,6,2,3,1,3,4,0
154,1,7,0,0,0,0,0,0,0,0,1
154,2,1,1,1,2,1,1,1,1,1,0
154,2,2,2,1,1,1,2,1,3,2,0
154,2,3,3,1,5,1,3,2,4,3,0
154,2,4,1,3,1,1,1,1,1,1,0
154,2,5,2,3,3,1,2,1,2,2,1
154,2,6,3,1,1,2,2,2,4,4,0
154,2,7,0,0,0,0,0,0,0,0,0
154,3,1,1,1,1,1,1,1,2,1,0
154,3,2,2,1,1,1,1,1,2,1,0
154,3,3,3,1,5,2,3,2,3,2,0
154,3,4,1,3,3,1,1,1,1,1,0
154,3,5,2,3,2,1,1,1,3,2,0
154,3,6,3,3,4,2,2,1,2,3,1
154,3,7,0,0,0,0,0,0,0,0,0
154,4,1,1,1,2,1,1,1,2,1,0
154,4,2,2,1,3,1,2,1,3,1,0
154,4,3,3,1,2,2,2,2,2,2,0
154,4,4,1,1,2,1,1,1,2,1,0
154,4,5,2,1,2,1,2,1,3,1,0
154,4,6,3,1,2,1,3,2,4,3,1
154,4,7,0,0,0,0,0,0,0,0,0
154,5,1,1,1,1,1,1,1,1,1,0
154,5,2,2,1,2,1,2,1,2,2,0
154,5,3,3,1,3,1,3,2,3,3,0
154,5,4,1,2,2,1,1,1,2,1,0
154,5,5,2,3,2,1,2,1,2,2,0
154,5,6,3,3,6,2,3,2,4,4,0
154,5,7,0,0,0,0,0,0,0,0,1
154,6,1,1,1,2,1,1,1,2,1,0
154,6,2,2,1,2,1,2,1,4,1,0
154,6,3,3,1,3,2,2,2,2,2,0
154,6,4,1,2,1,1,1,1,2,1,0
154,6,5,2,3,5,1,1,1,3,2,0
154,6,6,3,1,5,2,3,1,2,4,0
154,6,7,0,0,0,0,0,0,0,0,1
154,7,1,1,1,1,1,1,1,1,1,0
154,7,2,2,1,1,1,1,1,4,1,0
154,7,3,3,1,2,1,2,1,2,1,0
154,7,4,1,3,2,1,1,1,1,1,0
154,7,5,2,3,1,1,1,1,4,2,1
154,7,6,3,1,3,1,2,2,3,3,0
154,7,7,0,0,0,0,0,0,0,0,0
154,8,1,1,1,2,1,1,1,1,1,0
154,8,2,2,1,3,1,1,1,4,1,0
154,8,3,3,1,3,2,2,1,4,2,0
154,8,4,1,1,3,1,1,1,1,1,0
154,8,5,2,1,3,1,1,1,2,1,1
154,8,6,3,3,3,1,3,1,2,4,0
154,8,7,0,0,0,0,0,0,0,0,0
154,9,1,1,1,1,1,1,1,2,1,0
154,9,2,2,1,3,1,1,1,2,2,0
154,9,3,3,1,5,2,3,1,4,4,0
154,9,4,1,2,1,1,1,1,2,1,0
154,9,5,2,1,5,1,2,1,4,2,1
154,9,6,3,3,2,1,2,2,3,4,0
154,9,7,0,0,0,0,0,0,0,0,0
154,10,1,1,1,2,1,1,1,2,1,0
154,10,2,2,1,1,1,2,1,4,1,0
154,10,3,3,1,5,1,2,1,4,3,0
154,10,4,1,1,2,1,1,1,2,1,0
154,10,5,2,3,2,1,2,1,4,2,1
154,10,6,3,1,4,1,3,1,2,4,0
154,10,7,0,0,0,0,0,0,0,0,0
30,1,1,1,1,2,1,1,1,2,1,0
30,1,2,2,1,1,1,1,1,4,1,1
30,1,3,3,1,3,2,3,1,4,2,0
30,1,4,1,3,2,1,1,1,1,1,0
30,1,5,2,3,5,1,2,1,4,2,0
30,1,6,3,3,2,1,2,1,4,4,0
30,1,7,0,0,0,0,0,0,0,0,0
30,2,1,1,1,1,1,1,1,1,1,0
30,2,2,2,1,3,1,2,1,4,2,0
30,2,3,3,1,5,2,3,1,3,2,1
30,2,4,1,3,3,1,1,1,2,1,0
30,2,5,2,1,1,1,1,1,2,2,0
30,2,6,3,1,6,1,2,1,2,3,0
30,2,7,0,0,0,0,0,0,0,0,0
30,3,1,1,1,1,1,1,1,1,1,0
30,3,2,2,1,3,1,2,1,2,1,1
30,3,3,3,1,2,1,3,1,3,3,0
30,3,4,1,1,1,1,1,1,1,1,0
30,3,5,2,3,3,1,1,1,4,1,0
30,3,6,3,3,5,1,3,2,3,4,0
30,3,7,0,0,0,0,0,0,0,0,0
30,4,1,1,1,2,1,1,1,2,1,0
30,4,2,2,1,2,1,2,1,3,1,0
30,4,3,3,1,5,1,2,2,3,4,0
30,4,4,1,2,3,1,1,1,1,1,0
30,4,5,2,3,2,1,1,1,4,1,0
30,4,6,3,3,3,2,2,1,4,4,0
30,4,7,0,0,0,0,0,0,0,0,1
30,5,1,1,1,1,1,1,1,2,1,0
30,5,2,2,1,1,1,2,1,3,1,0
30,5,3,3,1,5,2,2,2,2,1,1
30,5,4,1,2,1,1,1,1,1,1,0
30,5,5,2,1,1,1,2,1,2,2,0
30,5,6,3,3,3,2,3,2,2,3,0
30,5,7,0,0,0,0,0,0,0,0,0
30,6,1,1,1,2,1,1,1,1,1,0
30,6,2,2,1,1,1,2,1,2,1,0
30,6,3,3,1,5,1,3,1,2,2,0
30,6,4,1,1,3,1,1,1,2,1,0
30,6,5,2,3,3,1,2,1,3,2,0
30,6,6,3,1,2,2,2,2,4,4,0
30,6,7,0,0,0,0,0,0,0,0,1
30,7,1,1,1,1,1,1,1,2,1,1
30,7,2,2,1,3,1,1,1,3,1,0
30,7,3,3,1,3,1,3,2,4,2,0
30,7,4,1,1,2,1,1,1,2,1,0
30,7,5,2,1,5,1,1,1,3,2,0
30,7,6,3,1,6,2,3,2,2,3,0
30,7,7,0,0,0,0,0,0,0,0,0
30,8,1,1,1,2,1,1,1,1,1,0
30,8,2,2,1,2,1,1,1,2,1,1
30,8,3,3,1,3,2,2,2,4,3,0
30,8,4,1,2,2,1,1,1,2,1,0
30,8,5,2,3,2,1,2,1,2,2,0
30,8,6,3,1,1,1,3,2,3,4,0
30,8,7,0,0,0,0,0,0,0,0,0
30,9,1,1,1,2,1,1,1,1,1,0
30,9,2,2,1,2,1,1,1,4,1,0
30,9,3,3,1,2,2,2,2,2,3,1
30,9,4,1,3,1,1,1,1,2,1,0
30,9,5,2,1,2,1,2,1,3,1,0
30,9,6,3,3,4,2,3,1,3,4,0
30,9,7,0,0,0,0,0,0,0,0,0
30,10,1,1,1,2,1,1,1,2,1,0
30,10,2,2,1,2,1,1,1,3,1,0
30,10,3,3,1,2,2,3,2,4,2,0
30,10,4,1,3,3,1,1,1,2,1,0
30,10,5,2,1,1,1,1,1,4,2,0
30,10,6,3,1,5,1,2,2,4,4,0
30,10,7,0,0,0,0,0,0,0,0,1
251,1,1,1,1,1,1,1,1,1,1,0
251,1,2,2,1,1,1,1,1,3,2,0
251,1,3,3,1,5,2,2,1,3,2,0
251,1,4,1,2,1,1,1,1,2,1,0
251,1,5,2,1,2,1,2,1,2,2,0
251,1,6,3,1,5,1,3,1,4,3,0
251,1,7,0,0,0,0,0,0,0,0,1
251,2,1,1,1,1,1,1,1,2,1,0
251,2,2,2,1,1,1,1,1,2,1,0
251,2,3,3,1,2,1,3,1,2,3,0
251,2,4,1,2,3,1,1,1,1,1,0
251,2,5,2,1,2,1,2,1,3,1,0
251,2,6,3,3,2,2,3,2,2,4,0
251,2,7,0,0,0,0,0,0,0,0,1
251,3,1,1,1,2,1,1,1,1,1,0
251,3,2,2,1,2,1,1,1,3,2,0
251,3,3,3,1,3,2,2,1,2,3,0
251,3,4,1,1,3,1,1,1,1,1,0
251,3,5,2,3,5,1,1,1,4,2,0
251,3,6,3,1,6,2,3,2,4,4,0
251,3,7,0,0,0,0,0,0,0,0,1
251,4,1,1,1,1,1,1,1,1,1,0
251,4,2,2,1,2,1,2,1,2,1,0
251,4,3,3,1,5,2,3,2,4,2,0
251,4,4,1,1,2,1,1,1,1,1,0
251,4,5,2,3,1,1,1,1,2,1,0
251,4,6,3,1,2,1,2,2,2,4,0
251,4,7,0,0,0,0,0,0,0,0,1
251,5,1,1,1,2,1,1,1,2,1,0
251,5,2,2,1,2,1,1,1,4,2,0
251,5,3,3,1,5,1,3,1,4,2,0
251,5,4,1,2,1,1,1,1,2,1,0
251,5,5,2,3,3,1,1,1,3,2,0
251,5,6,3,3,3,1,3,1,3,3,0
251,5,7,0,0,0,0,0,0,0,0,1
251,6,1,1,1,2,1,1,1,1,1,0
251,6,2,2,1,3,1,2,1,3,1,1
251,6,3,3,1,5,1,3,2,2,3,0
251,6,4,1,3,2,1,1,1,1,1,0
251,6,5,2,1,5,1,2,1,3,2,0
251,6,6,3,3,3,1,2,1,3,4,0
251,6,7,0,0,0,0,0,0,0,0,0
251,7,1,1,1,2,1,1,1,1,1,0
251,7,2,2,1,3,1,2,1,4,1,0
251,7,3,3,1,3,2,3,2,4,4,0
251,7,4,1,3,3,1,1,1,2,1,0
251,7,5,2,3,1,1,2,1,2,1,0
251,7,6,3,3,4,2,3,2,4,4,0
251,7,7,0,0,0,0,0,0,0,0,1
251,8,1,1,1,2,1,1,1,2,1,0
251,8,2,2,1,3,1,2,1,2,1,0
251,8,3,3,1,2,2,2,2,3,1,1
251,8,4,1,3,1,1,1,1,2,1,0
251,8,5,2,3,3,1,2,1,4,2,0
251,8,6,3,1,6,2,2,1,2,3,0
251,8,7,0,0,0,0,0,0,0,0,0
251,9,1,1,1,1,1,1,1,2,1,0
251,9,2,2,1,1,1,2,1,4,1,0
251,9,3,3,1,3,1,2,2,3,2,0
251,9,4,1,1,2,1,1,1,2,1,0
251,9,5,2,1,2,1,1,1,4,2,0
251,9,6,3,3,1,2,2,2,3,4,0
251,9,7,0,0,0,0,0,0,0,0,1
251,10,1,1,1,1,1,1,1,1,1,0
251,10,2,2,1,3,1,2,1,2,1,0
251,10,3,3,1,5,2,3,2,2,2,0
251,10,4,1,3,1,1,1,1,1,1,0
251,10,5,2,3,5,1,1,1,4,1,0
251,10,6,3,1,1,2,3,2,3,3,0
251,10,7,0,0,0,0,0,0,0,0,1
292,1,1,1,1,1,1,1,1,1,1,0
292,1,2,2,1,1,1,1,1,3,2,0
292,1,3,3,1,5,2,2,1,3,2,1
292,1,4,1,2,1,1,1,1,2,1,0
292,1,5,2,1,2,1,2,1,2,2,0
292,1,6,3,1,5,1,3,1,4,3,0
292,1,7,0,0,0,0,0,0,0,0,0
292,2,1,1,1,1,1,1,1,2,1,0
292,2,2,2,1,1,1,1,1,2,1,0
292,2,3,3,1,2,1,3,1,2,3,0
292,2,4,1,2,3,1,1,1,1,1,0
292,2,5,2,1,2,1,2,1,3,1,1
292,2,6,3,3,2,2,3,2,2,4,0
292,2,7,0,0,0,0,0,0,0,0,0
292,3,1,1,1,2,1,1,1,1,1,0
292,3,2,2,1,2,1,1,1,3,2,0
292,3,3,3,1,3,2,2,1,2,3,0
292,3,4,1,1,3,1,1,1,1,1,0
292,3,5,2,3,5,1,1,1,4,2,0
292,3,6,3,1,6,2,3,2,4,4,0
292,3,7,0,0,0,0,0,0,0,0,1
292,4,1,1,1,1,1,1,1,1,1,0
292,4,2,2,1,2,1,2,1,2,1,0
292,4,3,3,1,5,2,3,2,4,2,1
292,4,4,1,1,2,1,1,1,1,1,0
292,4,5,2,3,1,1,1,1,2,1,0
292,4,6,3,1,2,1,2,2,2,4,0
292,4,7,0,0,0,0,0,0,0,0,0
292,5,1,1,1,2,1,1,1,2,1,0
292,5,2,2,1,2,1,1,1,4,2,0
292,5,3,3,1,5,1,3,1,4,2,0
292,5,4,1,2,1,1,1,1,2,1,0
292,5,5,2,3,3,1,1,1,3,2,0
292,5,6,3,3,3,1,3,1,3,3,0
292,5,7,0,0,0,0,0,0,0,0,1
292,6,1,1,1,2,1,1,1,1,1,0
292,6,2,2,1,3,1,2,1,3,1,0
292,6,3,3,1,5,1,3,2,2,3,1
292,6,4,1,3,2,1,1,1,1,1,0
292,6,5,2,1,5,1,2,1,3,2,0
292,6,6,3,3,3,1,2,1,3,4,0
292,6,7,0,0,0,0,0,0,0,0,0
292,7,1,1,1,2,1,1,1,1,1,0
292,7,2,2,1,3,1,2,1,4,1,1
292,7,3,3,1,3,2,3,2,4,4,0
292,7,4,1,3,3,1,1,1,2,1,0
292,7,5,2,3,1,1,2,1,2,1,0
292,7,6,3,3,4,2,3,2,4,4,0
292,7,7,0,0,0,0,0,0,0,0,0
292,8,1,1,1,2,1,1,1,2,1,0
292,8,2,2,1,3,1,2,1,2,1,0
292,8,3,3,1,2,2,2,2,3,1,1
292,8,4,1,3,1,1,1,1,2,1,0
292,8,5,2,3,3,1,2,1,4,2,0
292,8,6,3,1,6,2,2,1,2,3,0
292,8,7,0,0,0,0,0,0,0,0,0
292,9,1,1,1,1,1,1,1,2,1,0
292,9,2,2,1,1,1,2,1,4,1,0
292,9,3,3,1,3,1,2,2,3,2,1
292,9,4,1,1,2,1,1,1,2,1,0
292,9,5,2,1,2,1,1,1,4,2,0
292,9,6,3,3,1,2,2,2,3,4,0
292,9,7,0,0,0,0,0,0,0,0,0
292,10,1,1,1,1,1,1,1,1,1,0
292,10,2,2,1,3,1,2,1,2,1,0
292,10,3,3,1,5,2,3,2,2,2,1
292,10,4,1,3,1,1,1,1,1,1,0
292,10,5,2,3,5,1,1,1,4,1,0
292,10,6,3,1,1,2,3,2,3,3,0
292,10,7,0,0,0,0,0,0,0,0,0
62,1,1,1,1,1,1,1,1,2,1,0
62,1,2,2,1,2,1,2,1,4,2,0
62,1,3,3,1,2,1,2,1,4,4,0
62,1,4,1,1,1,1,1,1,1,1,0
62,1,5,2,1,3,1,2,1,3,2,1
62,1,6,3,1,6,2,2,2,2,4,0
62,1,7,0,0,0,0,0,0,0,0,0
62,2,1,1,1,2,1,1,1,1,1,0
62,2,2,2,1,3,1,2,1,3,1,1
62,2,3,3,1,3,2,3,1,4,1,0
62,2,4,1,2,2,1,1,1,1,1,0
62,2,5,2,3,2,1,1,1,3,1,0
62,2,6,3,3,5,2,2,2,3,3,0
62,2,7,0,0,0,0,0,0,0,0,0
62,3,1,1,1,1,1,1,1,2,1,0
62,3,2,2,1,2,1,2,1,2,1,0
62,3,3,3,1,5,2,2,1,2,2,0
62,3,4,1,3,2,1,1,1,2,1,0
62,3,5,2,3,1,1,2,1,2,2,1
62,3,6,3,3,2,2,3,1,3,4,0
62,3,7,0,0,0,0,0,0,0,0,0
62,4,1,1,1,2,1,1,1,1,1,0
62,4,2,2,1,3,1,1,1,2,2,0
62,4,3,3,1,5,1,2,1,4,2,0
62,4,4,1,3,1,1,1,1,2,1,0
62,4,5,2,3,2,1,2,1,4,2,1
62,4,6,3,3,3,2,3,2,4,3,0
62,4,7,0,0,0,0,0,0,0,0,0
62,5,1,1,1,2,1,1,1,1,1,0
62,5,2,2,1,1,1,1,1,4,1,0
62,5,3,3,1,5,1,2,2,3,3,0
62,5,4,1,3,2,1,1,1,1,1,0
62,5,5,2,1,5,1,1,1,4,1,1
62,5,6,3,1,2,2,3,1,2,4,0
62,5,7,0,0,0,0,0,0,0,0,0
62,6,1,1,1,1,1,1,1,2,1,0
62,6,2,2,1,3,1,1,1,4,2,0
62,6,3,3,1,5,2,3,2,3,3,1
62,6,4,1,1,3,1,1,1,1,1,0
62,6,5,2,1,2,1,2,1,2,2,0
62,6,6,3,1,3,1,3,2,3,4,0
62,6,7,0,0,0,0,0,0,0,0,0
62,7,1,1,1,2,1,1,1,1,1,0
62,7,2,2,1,1,1,2,1,2,1,0
62,7,3,3,1,2,2,3,2,3,2,0
62,7,4,1,2,3,1,1,1,2,1,1
62,7,5,2,1,3,1,1,1,3,2,0
62,7,6,3,3,1,1,3,1,4,4,0
62,7,7,0,0,0,0,0,0,0,0,0
62,8,1,1,1,1,1,1,1,1,1,0
62,8,2,2,1,2,1,2,1,3,2,0
62,8,3,3,1,3,1,3,2,2,2,1
62,8,4,1,2,3,1,1,1,2,1,0
62,8,5,2,3,5,1,2,1,4,2,0
62,8,6,3,3,4,1,2,2,2,3,0
62,8,7,0,0,0,0,0,0,0,0,0
62,9,1,1,1,2,1,1,1,2,1,0
62,9,2,2,1,1,1,1,1,3,1,0
62,9,3,3,1,3,2,3,2,2,3,0
62,9,4,1,1,1,1,1,1,2,1,0
62,9,5,2,3,1,1,1,1,2,1,1
62,9,6,3,1,6,1,2,1,4,4,0
62,9,7,0,0,0,0,0,0,0,0,0
62,10,1,1,1,2,1,1,1,1,1,0
62,10,2,2,1,1,1,1,1,2,1,0
62,10,3,3,1,3,2,2,2,3,1,1
62,10,4,1,1,3,1,1,1,2,1,0
62,10,5,2,1,5,1,2,1,3,2,0
62,10,6,3,3,6,1,2,1,3,3,0
62,10,7,0,0,0,0,0,0,0,0,0
106,1,1,1,1,2,1,1,1,1,1,0
106,1,2,2,1,2,1,2,1,3,1,0
106,1,3,3,1,5,1,3,1,3,3,1
106,1,4,1,1,3,1,1,1,2,1,0
106,1,5,2,1,1,1,2,1,4,1,0
106,1,6,3,3,6,2,3,1,3,4,0
106,1,7,0,0,0,0,0,0,0,0,0
106,2,1,1,1,2,1,1,1,1,1,0
106,2,2,2,1,1,1,2,1,3,2,0
106,2,3,3,1,5,1,3,2,4,3,1
106,2,4,1,3,1,1,1,1,1,1,0
106,2,5,2,3,3,1,2,1,2,2,0
106,2,6,3,1,1,2,2,2,4,4,0
106,2,7,0,0,0,0,0,0,0,0,0
106,3,1,1,1,1,1,1,1,2,1,0
106,3,2,2,1,1,1,1,1,2,1,0
106,3,3,3,1,5,2,3,2,3,2,1
106,3,4,1,3,3,1,1,1,1,1,0
106,3,5,2,3,2,1,1,1,3,2,0
106,3,6,3,3,4,2,2,1,2,3,0
106,3,7,0,0,0,0,0,0,0,0,0
106,4,1,1,1,2,1,1,1,2,1,0
106,4,2,2,1,3,1,2,1,3,1,0
106,4,3,3,1,2,2,2,2,2,2,0
106,4,4,1,1,2,1,1,1,2,1,0
106,4,5,2,1,2,1,2,1,3,1,0
106,4,6,3,1,2,1,3,2,4,3,0
106,4,7,0,0,0,0,0,0,0,0,1
106,5,1,1,1,1,1,1,1,1,1,0
106,5,2,2,1,2,1,2,1,2,2,0
106,5,3,3,1,3,1,3,2,3,3,0
106,5,4,1,2,2,1,1,1,2,1,0
106,5,5,2,3,2,1,2,1,2,2,0
106,5,6,3,3,6,2,3,2,4,4,0
106,5,7,0,0,0,0,0,0,0,0,1
106,6,1,1,1,2,1,1,1,2,1,0
106,6,2,2,1,2,1,2,1,4,1,0
106,6,3,3,1,3,2,2,2,2,2,1
106,6,4,1,2,1,1,1,1,2,1,0
106,6,5,2,3,5,1,1,1,3,2,0
106,6,6,3,1,5,2,3,1,2,4,0
106,6,7,0,0,0,0,0,0,0,0,0
106,7,1,1,1,1,1,1,1,1,1,0
106,7,2,2,1,1,1,1,1,4,1,0
106,7,3,3,1,2,1,2,1,2,1,0
106,7,4,1,3,2,1,1,1,1,1,0
106,7,5,2,3,1,1,1,1,4,2,0
106,7,6,3,1,3,1,2,2,3,3,0
106,7,7,0,0,0,0,0,0,0,0,1
106,8,1,1,1,2,1,1,1,1,1,0
106,8,2,2,1,3,1,1,1,4,1,0
106,8,3,3,1,3,2,2,1,4,2,0
106,8,4,1,1,3,1,1,1,1,1,0
106,8,5,2,1,3,1,1,1,2,1,0
106,8,6,3,3,3,1,3,1,2,4,1
106,8,7,0,0,0,0,0,0,0,0,0
106,9,1,1,1,1,1,1,1,2,1,0
106,9,2,2,1,3,1,1,1,2,2,0
106,9,3,3,1,5,2,3,1,4,4,0
106,9,4,1,2,1,1,1,1,2,1,0
106,9,5,2,1,5,1,2,1,4,2,0
106,9,6,3,3,2,1,2,2,3,4,1
106,9,7,0,0,0,0,0,0,0,0,0
106,10,1,1,1,2,1,1,1,2,1,0
106,10,2,2,1,1,1,2,1,4,1,0
106,10,3,3,1,5,1,2,1,4,3,1
106,10,4,1,1,2,1,1,1,2,1,0
106,10,5,2,3,2,1,2,1,4,2,0
106,10,6,3,1,4,1,3,1,2,4,0
106,10,7,0,0,0,0,0,0,0,0,0
252,1,1,1,1,1,1,1,1,1,1,0
252,1,2,2,1,1,1,1,1,3,2,0
252,1,3,3,1,5,2,2,1,3,2,1
252,1,4,1,2,1,1,1,1,2,1,0
252,1,5,2,1,2,1,2,1,2,2,0
252,1,6,3,1,5,1,3,1,4,3,0
252,1,7,0,0,0,0,0,0,0,0,0
252,2,1,1,1,1,1,1,1,2,1,0
252,2,2,2,1,1,1,1,1,2,1,0
252,2,3,3,1,2,1,3,1,2,3,0
252,2,4,1,2,3,1,1,1,1,1,0
252,2,5,2,1,2,1,2,1,3,1,0
252,2,6,3,3,2,2,3,2,2,4,0
252,2,7,0,0,0,0,0,0,0,0,1
252,3,1,1,1,2,1,1,1,1,1,0
252,3,2,2,1,2,1,1,1,3,2,1
252,3,3,3,1,3,2,2,1,2,3,0
252,3,4,1,1,3,1,1,1,1,1,0
252,3,5,2,3,5,1,1,1,4,2,0
252,3,6,3,1,6,2,3,2,4,4,0
252,3,7,0,0,0,0,0,0,0,0,0
252,4,1,1,1,1,1,1,1,1,1,0
252,4,2,2,1,2,1,2,1,2,1,1
252,4,3,3,1,5,2,3,2,4,2,0
252,4,4,1,1,2,1,1,1,1,1,0
252,4,5,2,3,1,1,1,1,2,1,0
252,4,6,3,1,2,1,2,2,2,4,0
252,4,7,0,0,0,0,0,0,0,0,0
252,5,1,1,1,2,1,1,1,2,1,0
252,5,2,2,1,2,1,1,1,4,2,0
252,5,3,3,1,5,1,3,1,4,2,1
252,5,4,1,2,1,1,1,1,2,1,0
252,5,5,2,3,3,1,1,1,3,2,0
252,5,6,3,3,3,1,3,1,3,3,0
252,5,7,0,0,0,0,0,0,0,0,0
252,6,1,1,1,2,1,1,1,1,1,0
252,6,2,2,1,3,1,2,1,3,1,1
252,6,3,3,1,5,1,3,2,2,3,0
252,6,4,1,3,2,1,1,1,1,1,0
252,6,5,2,1,5,1,2,1,3,2,0
252,6,6,3,3,3,1,2,1,3,4,0
252,6,7,0,0,0,0,0,0,0,0,0
252,7,1,1,1,2,1,1,1,1,1,0
252,7,2,2,1,3,1,2,1,4,1,0
252,7,3,3,1,3,2,3,2,4,4,0
252,7,4,1,3,3,1,1,1,2,1,0
252,7,5,2,3,1,1,2,1,2,1,1
252,7,6,3,3,4,2,3,2,4,4,0
252,7,7,0,0,0,0,0,0,0,0,0
252,8,1,1,1,2,1,1,1,2,1,0
252,8,2,2,1,3,1,2,1,2,1,0
252,8,3,3,1,2,2,2,2,3,1,1
252,8,4,1,3,1,1,1,1,2,1,0
252,8,5,2,3,3,1,2,1,4,2,0
252,8,6,3,1,6,2,2,1,2,3,0
252,8,7,0,0,0,0,0,0,0,0,0
252,9,1,1,1,1,1,1,1,2,1,0
252,9,2,2,1,1,1,2,1,4,1,1
252,9,3,3,1,3,1,2,2,3,2,0
252,9,4,1,1,2,1,1,1,2,1,0
252,9,5,2,1,2,1,1,1,4,2,0
252,9,6,3,3,1,2,2,2,3,4,0
252,9,7,0,0,0,0,0,0,0,0,0
252,10,1,1,1,1,1,1,1,1,1,0
252,10,2,2,1,3,1,2,1,2,1,0
252,10,3,3,1,5,2,3,2,2,2,0
252,10,4,1,3,1,1,1,1,1,1,0
252,10,5,2,3,5,1,1,1,4,1,0
252,10,6,3,1,1,2,3,2,3,3,0
252,10,7,0,0,0,0,0,0,0,0,1
192,1,1,1,1,2,1,1,1,1,1,0
192,1,2,2,1,3,1,1,1,4,1,0
192,1,3,3,1,2,2,2,2,2,3,0
192,1,4,1,2,3,1,1,1,2,1,0
192,1,5,2,3,2,1,1,1,2,2,0
192,1,6,3,3,2,2,2,2,2,4,0
192,1,7,0,0,0,0,0,0,0,0,1
192,2,1,1,1,1,1,1,1,1,1,0
192,2,2,2,1,3,1,1,1,2,1,0
192,2,3,3,1,3,1,2,2,2,2,0
192,2,4,1,1,1,1,1,1,2,1,0
192,2,5,2,1,1,1,2,1,4,2,0
192,2,6,3,3,3,2,3,1,4,4,1
192,2,7,0,0,0,0,0,0,0,0,0
192,3,1,1,1,2,1,1,1,2,1,0
192,3,2,2,1,1,1,1,1,4,1,0
192,3,3,3,1,3,2,3,2,3,2,1
192,3,4,1,2,2,1,1,1,2,1,0
192,3,5,2,1,3,1,2,1,4,1,0
192,3,6,3,1,3,2,2,2,4,3,0
192,3,7,0,0,0,0,0,0,0,0,0
192,4,1,1,1,1,1,1,1,1,1,0
192,4,2,2,1,1,1,2,1,3,1,0
192,4,3,3,1,2,1,3,1,4,2,0
192,4,4,1,2,1,1,1,1,1,1,0
192,4,5,2,1,5,1,1,1,2,2,0
192,4,6,3,1,4,2,3,1,3,4,1
192,4,7,0,0,0,0,0,0,0,0,0
192,5,1,1,1,2,1,1,1,1,1,0
192,5,2,2,1,1,1,2,1,2,2,0
192,5,3,3,1,3,2,3,1,2,4,1
192,5,4,1,3,3,1,1,1,1,1,0
192,5,5,2,3,2,1,2,1,3,2,0
192,5,6,3,1,6,1,3,2,3,4,0
192,5,7,0,0,0,0,0,0,0,0,0
192,6,1,1,1,1,1,1,1,2,1,0
192,6,2,2,1,2,1,1,1,3,1,0
192,6,3,3,1,5,2,3,1,4,1,1
192,6,4,1,1,3,1,1,1,2,1,0
192,6,5,2,3,2,1,2,1,4,1,0
192,6,6,3,3,1,2,3,1,2,3,0
192,6,7,0,0,0,0,0,0,0,0,0
192,7,1,1,1,2,1,1,1,2,1,0
192,7,2,2,1,2,1,2,1,2,1,0
192,7,3,3,1,5,1,2,1,3,3,0
192,7,4,1,3,2,1,1,1,2,1,0
192,7,5,2,1,5,1,2,1,2,1,0
192,7,6,3,3,5,1,2,2,2,4,0
192,7,7,0,0,0,0,0,0,0,0,1
192,8,1,1,1,2,1,1,1,1,1,0
192,8,2,2,1,2,1,2,1,4,1,0
192,8,3,3,1,5,1,3,2,3,2,0
192,8,4,1,1,1,1,1,1,1,1,0
192,8,5,2,3,1,1,1,1,3,2,0
192,8,6,3,1,2,1,2,2,3,3,0
192,8,7,0,0,0,0,0,0,0,0,1
192,9,1,1,1,1,1,1,1,2,1,0
192,9,2,2,1,3,1,2,1,3,2,0
192,9,3,3,1,5,2,2,2,4,3,0
192,9,4,1,3,2,1,1,1,1,1,0
192,9,5,2,3,3,1,1,1,3,2,0
192,9,6,3,3,6,1,3,1,4,4,0
192,9,7,0,0,0,0,0,0,0,0,1
192,10,1,1,1,2,1,1,1,2,1,0
192,10,2,2,1,3,1,2,1,4,1,0
192,10,3,3,1,5,1,2,2,4,2,0
192,10,4,1,2,3,1,1,1,1,1,0
192,10,5,2,1,2,1,2,1,2,2,0
192,10,6,3,3,6,2,3,2,3,4,1
192,10,7,0,0,0,0,0,0,0,0,0
218,1,1,1,1,2,1,1,1,2,1,0
218,1,2,2,1,1,1,1,1,4,1,1
218,1,3,3,1,3,2,3,1,4,2,0
218,1,4,1,3,2,1,1,1,1,1,0
218,1,5,2,3,5,1,2,1,4,2,0
218,1,6,3,3,2,1,2,1,4,4,0
218,1,7,0,0,0,0,0,0,0,0,0
218,2,1,1,1,1,1,1,1,1,1,0
218,2,2,2,1,3,1,2,1,4,2,0
218,2,3,3,1,5,2,3,1,3,2,0
